age,job,marital,education,default,balance,housing,loan,contact,month,y
0_42,blue-collar,married,primary,no,0_11587,yes,no,cellular,may,no
0_42,management,single,secondary,no,0_11587,yes,no,unknown,jun,no
43_64,blue-collar,married,secondary,no,0_11587,yes,no,cellular,jul,no
43_64,management,married,tertiary,no,0_11587,no,no,cellular,mar,no
43_64,unemployed,married,primary,no,0_11587,yes,yes,unknown,may,no
0_42,management,married,tertiary,no,0_11587,yes,no,cellular,jul,no
0_42,management,single,tertiary,no,0_11587,yes,no,unknown,may,no
43_64,admin.,married,secondary,no,0_11587,no,no,telephone,jul,no
43_64,blue-collar,married,primary,no,0_11587,yes,no,telephone,jul,no
0_42,blue-collar,married,secondary,yes,0_11587,yes,no,cellular,apr,yes
0_42,management,married,tertiary,no,0_11587,no,no,cellular,oct,yes
0_42,technician,married,secondary,no,0_11587,no,no,cellular,aug,no
43_64,technician,married,secondary,no,0_11587,yes,no,cellular,oct,no
65_max,retired,single,tertiary,no,0_11587,no,no,cellular,jul,yes
0_42,technician,single,tertiary,no,0_11587,no,no,cellular,jun,no
0_42,technician,married,secondary,no,0_11587,no,no,cellular,jul,no
0_42,entrepreneur,married,tertiary,no,0_11587,yes,yes,cellular,may,no
43_64,technician,married,secondary,no,0_11587,no,yes,cellular,nov,no
0_42,technician,married,secondary,no,0_11587,yes,no,cellular,may,no
0_42,management,single,tertiary,no,0_11587,no,no,cellular,aug,no
0_42,management,married,tertiary,no,0_11587,yes,no,cellular,apr,no
43_64,blue-collar,married,primary,no,0_11587,yes,no,unknown,may,no
0_42,management,married,tertiary,no,0_11587,no,no,cellular,aug,no
43_64,management,divorced,tertiary,no,0_11587,no,no,unknown,may,no
0_42,services,married,secondary,no,0_11587,no,no,unknown,jun,no
0_42,entrepreneur,married,secondary,no,0_11587,no,no,cellular,nov,no
0_42,technician,single,secondary,no,0_11587,yes,yes,cellular,feb,no
43_64,blue-collar,married,primary,no,0_11587,yes,no,cellular,jan,no
65_max,retired,divorced,primary,no,0_11587,no,no,telephone,may,yes
0_42,blue-collar,married,primary,no,0_11587,yes,yes,telephone,jul,no
43_64,management,married,tertiary,no,0_11587,no,no,cellular,aug,no
0_42,services,divorced,secondary,no,0_11587,yes,no,unknown,may,no
43_64,admin.,married,primary,no,0_11587,no,no,telephone,feb,no
43_64,self-employed,single,tertiary,no,0_11587,no,no,unknown,jun,no
0_42,blue-collar,married,secondary,no,0_11587,yes,no,unknown,may,no
0_42,technician,single,secondary,no,0_11587,no,no,cellular,aug,no
43_64,retired,married,unknown,no,0_11587,yes,no,unknown,jun,no
0_42,student,single,secondary,no,0_11587,no,no,cellular,apr,yes
0_42,self-employed,married,tertiary,no,0_11587,yes,no,unknown,jun,no
43_64,retired,single,secondary,no,0_11587,no,no,cellular,may,no
0_42,self-employed,single,tertiary,yes,0_11587,yes,no,cellular,nov,no
0_42,management,married,tertiary,no,0_11587,yes,no,cellular,apr,no
43_64,technician,divorced,secondary,no,0_11587,no,no,cellular,aug,no
43_64,blue-collar,divorced,primary,no,0_11587,yes,no,unknown,jun,yes
43_64,self-employed,divorced,tertiary,no,0_11587,yes,no,cellular,apr,yes
0_42,technician,married,secondary,no,0_11587,yes,yes,cellular,jul,yes
0_42,services,single,secondary,no,0_11587,yes,no,cellular,may,no
43_64,technician,single,tertiary,no,0_11587,no,no,unknown,jun,no
0_42,admin.,divorced,secondary,no,0_11587,yes,no,cellular,may,no
0_42,technician,married,secondary,no,0_11587,yes,yes,cellular,aug,no
0_42,management,single,tertiary,no,0_11587,yes,no,cellular,may,no
0_42,management,married,tertiary,no,0_11587,yes,no,cellular,feb,no
0_42,technician,married,secondary,no,0_11587,yes,no,cellular,jul,no
0_42,management,married,secondary,no,0_11587,yes,no,cellular,may,no
0_42,blue-collar,married,secondary,no,0_11587,yes,yes,unknown,may,no
43_64,unemployed,divorced,primary,no,0_11587,no,no,telephone,feb,no
0_42,management,married,tertiary,no,0_11587,yes,no,cellular,jul,no
43_64,unknown,married,unknown,no,0_11587,no,no,unknown,jun,no
0_42,housemaid,married,secondary,no,0_11587,no,no,unknown,jun,no
43_64,blue-collar,divorced,secondary,no,0_11587,yes,no,unknown,may,no
43_64,self-employed,divorced,primary,no,0_11587,yes,no,telephone,may,no
0_42,management,married,tertiary,no,0_11587,no,no,cellular,mar,no
0_42,technician,married,tertiary,no,0_11587,no,no,cellular,aug,no
43_64,self-employed,married,tertiary,no,0_11587,no,no,unknown,jun,no
0_42,blue-collar,married,secondary,no,0_11587,no,no,cellular,jul,no
43_64,blue-collar,married,primary,no,0_11587,yes,no,cellular,may,no
0_42,technician,married,secondary,no,0_11587,no,no,unknown,may,no
0_42,services,married,secondary,no,0_11587,no,yes,unknown,jun,no
43_64,entrepreneur,divorced,secondary,no,0_11587,yes,no,cellular,aug,yes
43_64,management,married,tertiary,no,0_11587,yes,no,unknown,may,no
0_42,technician,married,tertiary,no,0_11587,no,no,cellular,feb,no
0_42,services,single,secondary,no,0_11587,no,yes,cellular,nov,no
0_42,student,single,secondary,no,0_11587,no,no,cellular,aug,no
43_64,technician,married,secondary,no,0_11587,yes,no,cellular,feb,no
43_64,self-employed,married,secondary,no,0_11587,no,yes,cellular,jul,no
0_42,unknown,single,secondary,no,0_11587,no,no,unknown,jun,no
0_42,entrepreneur,single,secondary,no,0_11587,no,no,cellular,jul,no
43_64,retired,married,secondary,no,0_11587,no,no,cellular,aug,no
43_64,blue-collar,married,primary,no,0_11587,yes,no,cellular,may,no
43_64,unemployed,married,secondary,no,0_11587,no,no,cellular,aug,yes
43_64,retired,married,secondary,no,0_11587,no,no,telephone,jan,yes
0_42,self-employed,single,unknown,no,0_11587,no,no,unknown,jun,no
43_64,technician,divorced,tertiary,no,0_11587,yes,no,telephone,nov,no
0_42,services,single,unknown,no,0_11587,no,no,unknown,jul,no
0_42,blue-collar,married,primary,no,0_11587,yes,yes,unknown,jun,no
43_64,management,married,tertiary,no,0_11587,no,no,cellular,nov,no
43_64,technician,single,unknown,no,0_11587,yes,no,unknown,jun,no
43_64,blue-collar,married,primary,no,0_11587,yes,no,unknown,may,no
0_42,admin.,married,secondary,no,0_11587,yes,no,cellular,jul,no
0_42,services,divorced,secondary,no,0_11587,yes,no,cellular,may,no
43_64,self-employed,married,secondary,no,0_11587,no,no,cellular,aug,no
43_64,blue-collar,married,primary,no,0_11587,yes,no,cellular,may,no
0_42,services,single,secondary,no,0_11587,no,no,unknown,jun,no
0_42,admin.,single,tertiary,no,0_11587,no,no,cellular,may,no
43_64,management,single,tertiary,no,0_11587,no,no,cellular,may,no
0_42,student,single,tertiary,no,0_11587,yes,no,cellular,sep,no
0_42,blue-collar,married,primary,no,0_11587,yes,no,unknown,jun,yes
43_64,management,married,tertiary,no,0_11587,yes,no,unknown,may,no
43_64,blue-collar,married,secondary,no,0_11587,yes,no,cellular,may,no
0_42,blue-collar,divorced,secondary,no,0_11587,yes,no,unknown,may,no
0_42,services,married,secondary,no,0_11587,yes,yes,unknown,may,no
0_42,technician,single,secondary,no,0_11587,yes,no,unknown,jun,no
43_64,blue-collar,married,secondary,no,0_11587,no,no,cellular,aug,no
43_64,technician,single,tertiary,no,0_11587,no,no,cellular,aug,no
43_64,management,married,tertiary,no,0_11587,yes,no,cellular,apr,no
0_42,management,married,tertiary,no,0_11587,no,no,cellular,nov,no
43_64,technician,married,tertiary,no,0_11587,no,no,cellular,aug,no
0_42,services,married,secondary,no,0_11587,yes,no,unknown,jun,no
43_64,blue-collar,married,primary,no,0_11587,yes,no,unknown,may,no
0_42,technician,single,tertiary,no,0_11587,yes,no,cellular,aug,no
0_42,blue-collar,married,secondary,no,0_11587,no,no,cellular,feb,no
0_42,management,single,tertiary,no,0_11587,yes,no,cellular,apr,no
0_42,management,single,secondary,no,0_11587,yes,no,unknown,jun,no
43_64,services,divorced,secondary,no,0_11587,no,yes,cellular,apr,no
0_42,services,single,secondary,no,0_11587,no,no,cellular,apr,yes
0_42,housemaid,single,tertiary,no,0_11587,no,no,cellular,aug,no
43_64,blue-collar,married,secondary,no,0_11587,yes,no,cellular,may,yes
43_64,blue-collar,married,unknown,no,0_11587,yes,no,unknown,may,no
0_42,management,married,tertiary,no,0_11587,no,no,cellular,apr,yes
0_42,blue-collar,married,secondary,no,0_11587,yes,no,cellular,apr,no
43_64,management,single,primary,no,0_11587,no,no,telephone,jul,no
0_42,unemployed,married,secondary,no,0_11587,yes,yes,cellular,nov,no
0_42,blue-collar,divorced,secondary,no,0_11587,yes,no,cellular,nov,no
0_42,management,married,tertiary,no,0_11587,yes,no,unknown,may,no
43_64,blue-collar,married,primary,no,0_11587,no,no,unknown,jun,no
43_64,services,divorced,secondary,no,0_11587,yes,yes,unknown,may,no
0_42,student,married,secondary,no,0_11587,no,no,cellular,nov,no
43_64,technician,married,secondary,no,0_11587,yes,no,cellular,feb,no
0_42,technician,married,secondary,no,0_11587,yes,no,cellular,may,no
0_42,services,married,secondary,no,0_11587,no,yes,cellular,jul,no
43_64,blue-collar,divorced,secondary,no,0_11587,yes,no,unknown,may,no
0_42,blue-collar,single,secondary,no,0_11587,no,no,cellular,apr,yes
0_42,blue-collar,single,tertiary,no,11588_26487,no,no,telephone,jul,no
0_42,technician,single,secondary,no,0_11587,yes,yes,cellular,may,yes
0_42,student,single,unknown,no,0_11587,no,no,unknown,jun,no
0_42,unemployed,married,secondary,no,0_11587,no,no,cellular,sep,yes
43_64,admin.,married,secondary,no,0_11587,no,no,cellular,oct,no
0_42,unemployed,married,tertiary,no,0_11587,yes,no,cellular,apr,yes
43_64,management,married,tertiary,no,0_11587,no,yes,cellular,nov,no
0_42,housemaid,married,secondary,no,0_11587,yes,no,cellular,jul,no
0_42,blue-collar,single,secondary,no,0_11587,yes,no,unknown,may,yes
43_64,technician,married,unknown,no,0_11587,yes,no,unknown,may,no
43_64,management,divorced,tertiary,no,0_11587,yes,no,unknown,jun,no
0_42,blue-collar,divorced,secondary,no,0_11587,yes,no,unknown,jun,no
65_max,retired,married,unknown,no,0_11587,no,no,telephone,mar,yes
65_max,unknown,married,unknown,no,0_11587,no,no,telephone,aug,yes
0_42,blue-collar,married,secondary,no,0_11587,yes,no,unknown,may,no
43_64,blue-collar,divorced,primary,no,0_11587,yes,no,cellular,jul,no
0_42,blue-collar,married,secondary,no,0_11587,yes,no,unknown,may,no
43_64,self-employed,divorced,tertiary,no,0_11587,yes,no,cellular,oct,yes
0_42,management,married,tertiary,no,0_11587,no,yes,cellular,jul,no
0_42,services,divorced,secondary,no,0_11587,yes,no,cellular,jul,yes
0_42,technician,single,secondary,no,0_11587,yes,no,cellular,may,yes
0_42,management,married,tertiary,no,0_11587,yes,no,cellular,jul,no
43_64,blue-collar,divorced,primary,no,0_11587,yes,no,cellular,jul,no
43_64,management,single,tertiary,no,0_11587,yes,no,cellular,aug,no
0_42,blue-collar,married,secondary,no,0_11587,yes,no,unknown,may,yes
0_42,technician,single,secondary,no,0_11587,no,no,cellular,feb,yes
0_42,technician,single,tertiary,no,0_11587,no,no,cellular,apr,yes
0_42,technician,single,secondary,no,0_11587,no,no,cellular,aug,no
43_64,admin.,married,secondary,no,0_11587,yes,no,unknown,jun,no
0_42,technician,single,tertiary,no,0_11587,no,no,cellular,apr,no
0_42,blue-collar,married,secondary,no,0_11587,yes,no,cellular,jul,no
0_42,management,married,tertiary,no,0_11587,yes,yes,cellular,nov,no
0_42,admin.,divorced,secondary,no,0_11587,yes,no,cellular,jul,no
0_42,management,married,tertiary,no,0_11587,no,no,cellular,aug,no
0_42,services,single,secondary,no,0_11587,yes,no,cellular,jul,no
0_42,management,single,tertiary,no,0_11587,no,no,cellular,nov,no
0_42,blue-collar,married,primary,no,0_11587,yes,no,unknown,jun,no
0_42,admin.,married,tertiary,no,0_11587,yes,no,cellular,feb,no
0_42,management,single,tertiary,no,0_11587,yes,no,cellular,sep,yes
0_42,management,single,tertiary,no,0_11587,yes,no,cellular,nov,no
43_64,entrepreneur,married,primary,no,0_11587,no,no,unknown,jun,no
0_42,management,married,tertiary,no,0_11587,no,no,cellular,aug,no
0_42,technician,married,secondary,no,0_11587,no,yes,cellular,jul,no
43_64,management,married,secondary,no,0_11587,no,no,cellular,jul,no
0_42,housemaid,married,primary,no,0_11587,no,no,cellular,aug,yes
0_42,services,married,secondary,yes,0_11587,yes,yes,cellular,jul,no
0_42,management,single,tertiary,no,0_11587,yes,no,unknown,may,no
0_42,services,single,secondary,no,0_11587,yes,no,cellular,apr,no
43_64,housemaid,single,unknown,no,0_11587,no,no,telephone,jul,no
43_64,retired,married,secondary,no,0_11587,no,yes,cellular,may,no
43_64,technician,married,secondary,no,0_11587,no,no,cellular,apr,yes
0_42,student,married,tertiary,no,0_11587,yes,no,cellular,jul,yes
43_64,services,married,secondary,no,0_11587,yes,no,unknown,may,no
0_42,blue-collar,single,secondary,no,0_11587,yes,no,cellular,may,no
0_42,services,single,secondary,no,0_11587,yes,no,cellular,may,no
43_64,services,single,primary,no,0_11587,yes,no,unknown,may,no
0_42,services,married,secondary,no,0_11587,yes,no,cellular,may,no
43_64,blue-collar,married,primary,no,0_11587,yes,no,cellular,jan,no
0_42,management,divorced,tertiary,no,0_11587,no,yes,cellular,aug,no
43_64,blue-collar,divorced,primary,no,0_11587,yes,no,cellular,feb,no
43_64,technician,married,tertiary,no,0_11587,yes,yes,cellular,feb,no
0_42,management,married,secondary,no,0_11587,no,no,cellular,feb,no
0_42,blue-collar,married,primary,no,0_11587,yes,no,unknown,may,no
43_64,management,married,tertiary,no,0_11587,no,no,cellular,aug,yes
0_42,admin.,married,secondary,no,0_11587,yes,yes,cellular,jan,no
43_64,technician,married,secondary,no,0_11587,no,yes,cellular,aug,no
0_42,admin.,single,secondary,no,0_11587,yes,no,cellular,may,no
0_42,housemaid,married,unknown,yes,0_11587,no,yes,telephone,jul,no
43_64,technician,divorced,secondary,no,0_11587,yes,no,unknown,may,no
43_64,management,married,secondary,no,0_11587,no,no,cellular,oct,yes
0_42,admin.,divorced,secondary,no,0_11587,no,no,cellular,jul,yes
43_64,services,divorced,secondary,no,0_11587,yes,yes,cellular,jan,no
43_64,self-employed,married,secondary,no,0_11587,yes,no,cellular,apr,no
0_42,admin.,married,tertiary,no,0_11587,yes,no,cellular,jul,no
0_42,admin.,married,tertiary,no,0_11587,no,no,telephone,apr,no
43_64,technician,married,tertiary,no,0_11587,yes,yes,telephone,jul,no
43_64,technician,divorced,secondary,no,0_11587,no,no,cellular,jul,no
43_64,admin.,married,secondary,no,0_11587,yes,no,unknown,may,no
0_42,services,married,tertiary,no,0_11587,no,no,cellular,jul,no
0_42,services,married,secondary,no,0_11587,yes,yes,unknown,jun,no
0_42,management,married,tertiary,no,0_11587,yes,no,cellular,aug,no
0_42,blue-collar,single,secondary,no,0_11587,yes,no,cellular,mar,no
43_64,services,married,secondary,no,0_11587,yes,no,unknown,may,no
0_42,self-employed,single,tertiary,no,0_11587,yes,yes,unknown,may,no
0_42,admin.,single,secondary,no,0_11587,no,no,cellular,feb,no
0_42,blue-collar,single,secondary,no,0_11587,yes,yes,unknown,may,no
0_42,admin.,single,secondary,no,0_11587,no,yes,cellular,sep,no
0_42,services,married,secondary,no,0_11587,yes,yes,cellular,jul,no
43_64,retired,married,primary,no,0_11587,no,no,cellular,jun,yes
43_64,blue-collar,married,primary,no,0_11587,yes,no,cellular,jul,no
0_42,blue-collar,single,primary,no,0_11587,yes,no,cellular,apr,no
43_64,technician,single,secondary,no,0_11587,yes,no,cellular,jul,no
43_64,entrepreneur,married,primary,no,0_11587,yes,no,unknown,may,no
43_64,services,married,tertiary,no,0_11587,yes,no,cellular,aug,no
43_64,technician,married,secondary,no,0_11587,yes,no,unknown,may,no
0_42,admin.,married,secondary,no,0_11587,yes,no,unknown,may,no
43_64,technician,married,secondary,no,0_11587,no,no,unknown,jun,no
0_42,services,single,secondary,no,0_11587,yes,no,cellular,may,no
0_42,management,married,tertiary,no,0_11587,no,no,unknown,may,no
43_64,admin.,single,secondary,no,0_11587,yes,no,unknown,jun,no
0_42,services,single,secondary,no,0_11587,yes,no,cellular,apr,no
0_42,admin.,married,secondary,no,0_11587,yes,no,unknown,jun,no
0_42,technician,single,secondary,no,0_11587,no,no,cellular,may,no
0_42,admin.,married,secondary,no,0_11587,no,no,cellular,apr,no
43_64,blue-collar,married,unknown,no,0_11587,yes,no,unknown,may,no
0_42,services,single,secondary,yes,0_11587,no,no,cellular,jul,no
0_42,blue-collar,married,secondary,no,0_11587,yes,no,cellular,may,no
65_max,retired,divorced,secondary,no,0_11587,no,no,telephone,mar,no
0_42,technician,single,secondary,no,0_11587,no,yes,telephone,nov,no
43_64,blue-collar,married,secondary,no,0_11587,no,yes,telephone,jul,no
0_42,blue-collar,married,secondary,no,0_11587,yes,no,unknown,may,no
65_max,retired,divorced,primary,no,0_11587,no,no,telephone,may,no
43_64,management,divorced,tertiary,no,0_11587,yes,yes,cellular,may,no
43_64,blue-collar,married,secondary,no,0_11587,yes,no,cellular,jul,no
0_42,management,single,tertiary,no,0_11587,no,no,cellular,aug,no
43_64,services,divorced,primary,no,0_11587,no,no,unknown,jun,no
43_64,admin.,married,secondary,no,0_11587,yes,no,unknown,nov,yes
0_42,blue-collar,married,primary,no,0_11587,yes,yes,cellular,may,no
0_42,management,single,tertiary,no,0_11587,yes,no,unknown,may,no
43_64,management,married,tertiary,no,0_11587,yes,no,unknown,may,no
0_42,student,single,secondary,no,0_11587,no,no,cellular,may,no
0_42,management,single,tertiary,no,0_11587,yes,no,unknown,jun,no
0_42,entrepreneur,single,secondary,no,11588_26487,yes,no,telephone,may,no
0_42,services,single,secondary,no,0_11587,no,yes,unknown,jun,no
0_42,blue-collar,married,secondary,no,0_11587,yes,no,unknown,jun,no
65_max,retired,married,unknown,no,0_11587,no,no,telephone,oct,yes
43_64,management,married,tertiary,no,11588_26487,yes,yes,cellular,nov,no
43_64,blue-collar,married,primary,no,0_11587,no,no,cellular,jul,no
43_64,blue-collar,married,secondary,no,0_11587,yes,no,cellular,may,no
0_42,technician,divorced,secondary,no,0_11587,no,no,cellular,aug,no
43_64,blue-collar,married,unknown,no,0_11587,yes,no,telephone,jul,yes
43_64,blue-collar,married,primary,no,0_11587,yes,no,cellular,may,no
43_64,housemaid,divorced,tertiary,no,0_11587,no,no,cellular,nov,no
0_42,technician,single,secondary,no,0_11587,no,no,telephone,may,no
43_64,technician,married,secondary,no,0_11587,yes,no,cellular,aug,no
0_42,admin.,married,secondary,no,0_11587,yes,yes,cellular,nov,no
43_64,retired,married,tertiary,no,0_11587,no,no,cellular,aug,no
43_64,retired,divorced,tertiary,no,0_11587,no,no,cellular,jul,no
0_42,blue-collar,single,secondary,no,0_11587,no,yes,cellular,jul,yes
